Sr no,FILM NAME,Starcast,YOR,Language,LOT,GRADING,"FULL
MOVIE",SCENE,SONG,Ultra Bollywood,Ultra Movie Parlour,Bollywood Premium,Film City HD,Ultra Filmy,Bollywood 70s 80s,2000 Ki Filmein,Filmy Deewane,Ultra Classic,Indian cinema,Ultra Action Hits,Hindi Dubbed Movies,Ultra Movie Hub,90's Bollywood,Free TV ,South Ke Khiladi,South Hindi Dubbed,Movies with Subtitle,Hindi Thriller Movies,Playmovies,Hindi Movieplex,The Kapoors,Ladies Special,Filmy Duniya,Haste Raho,Bolly Shorts,Hansi Mazaak,Bollywood Dil se,Comedy Super Kings,Ultra Movie World,Ultra Cinema,Ajay Akshay Sunny,Dharam Paaji,Zabardast Action,Bollywood clips,Mahaguru Mithun,Sunny Deol Hits,Dumdaar Villains,Govinda No 1,90s Ke Hero,The Khans,Amitabh Special,Movie Climax,King Kader Khan,90s Ki Heroine,Bhakti Mein Shakti,Ultra Sports,Gaane Naye Purane,SuperHit Gaane,Dard Bhare Songs,Gaane Ke Jukebox,Romantic Gaane,90s Filmy Gaane,Gaane 70s 80s,Rafi Ke Gaane,Ultra Bollywood Songs,Kishore Kumar Songs,Lataji Ke Gaane,Old Hindi Songs,Facebook
268,Return of Jwel Thief,"Dev Anand, Ashok Kumar",1996,Hindi,zee180,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,YES,,,YES,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
269,Gunda Gardi,"Dharmendra, Raj Babbar",1997,Hindi,zee180,B+,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,YES,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
270,Koi Mere Dil Se Poochhe,"Aftab Shivdasani,Esha Deol,Sanjay Kapoor",2002,Hindi,zee180,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
271,Bharat Bhagya Vidhata,"Shatrughan Sinha, Puru Raj Kumar",2002,Hindi,zee180,C,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
272,Balle Balle Amritsar to LA,"Aishwarya Rai, Nadira Babbar, Namrata Shirodkar, Anupam Kher,Meghna Kothari",2004,Hindi,zee180,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
273,Naam Gum Jaayega,"Diya Mirza, Rakesh Bapat, Aryan Vaid",2004,Hindi,zee180,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
274,Sandwich,"Govinda, Raveena Tandon, Mahima Choudhary",2006,Hindi,zee180,A,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,YES,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
275,Chamku,Bobby Deol & others,2008,Hindi,zee180,B+,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
276,Ghajini,"Aamir Khan, Jiah Khan,Asin, Pradeep Rawat and others",2008,Hindi,zee180,A+,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,YES,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
277,Red Alert - The War within,"Sunil Shetty, Vinod Khanna",2010,Hindi,zee180,B+,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
278,Hotel,"Rakesh Roshan, Bindya Goswami, Neelam & others",1981,Hindi,zee180,B+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
279,Zalzala,"Dharmendra, Shatrugan Sinha, Kimi Katkar & others",1988,Hindi,zee180,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
280,Ab Insaaf Hoga,"Mithun Chakraborty, Rekha, Prem Chopra & others",1995,Hindi,zee180,B+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,YES,,YES,,,YES,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
281,Mere Jeevan Saathi,"Rajesh Khanna, Tanuja & others",1972,Hindi,zee180,A+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
282,Jaal-The Trap,"Sunny Deol, Tabu, Reema Sen and others",2003,Hindi,zee180,A+,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,YES,,,,,YES,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
283,Yeh To Kamal Ho Gaya,"Kamal Hasan, Ranjeet, Poonam Dhillon",1982,Hindi,zee180,B,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
284,Sharda,"Jitendra, Rameshwari, Sarika",1981,Hindi,zee180,B+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
285,Balidan,"Jeetendra, Sridevi, Shakti Kapoor & others",1985,Hindi,zee180,B+,YES,YES,NO,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
286,Hira aur Patthar,"Shashi Kapoor, Shabana Azmi, Ashok Kumar & others",1977,Hindi,zee180,B,YES,YES,NO,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
287,Sautela,"Mithun Chakraborty, Priya Raman, Suresh Oberoi",1999,Hindi,zee180,B+,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
288,Kalyug Ke Avtaar,"Jeetendra, Kiran Kumar, Reena Roy, Madhu, Kulbhushan Kharbanda, Jagdeep, Aruna Irani & others",1977,Hindi,zee180,B+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
289,Sansar,"Raj Babbar, Rekha, Anupam Kher",1987,Hindi,zee180,C,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
290,Fareb,"Milind Gunaji, Faraaz Khan",1996,Hindi,zee180,B+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
291,Aashiq hoon baharon ka,"Rajesh Khanna, Zeenat Aman, Danny Denzongpa",1977,Hindi,zee180,B+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
292,Eena Meena Deeka,"Vinod Khanna, Rishi Kapoor, Juhi Chawla",1994,Hindi,zee180,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,YES,,,YES,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
293,Kagaar,"Om Puri, Nandita Das",2003,Hindi,zee180,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
294,Sahiban,"Madhuri Dixit, Rishi Kapoor, Sanjay Dutt",1993,Hindi,zee180,A,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
295,Dial 100,"Vinod Mehra, Bindiya Goswami, Aruna Irani, Helen",1982,Hindi,zee180,B,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
296,Heralal pannalal,"Shashi Kapoor, Randhir Kapoor, Nitu Singh",1978,Hindi,zee180,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
297,Great robbery,"Nagarjuna Akkineni, Sridevi, Kota Srinivasa Rao",1993,Hindi,zee180,A,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
298,Baat ban jaye,"Sanjeev Kumar, Amol Palekar, Zeenat Aman",1986,Hindi,zee180,B,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
299,Mera Dharam,"Jackie Shroff, Shakti Kapoor, Amrita Singh, Aruna Irani, Pradeep Kumar, Amrish Puri, Bharat Bhushan",1986,Hindi,zee180,B+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
300,Khudai,"Rajesh Khanna, Gulshan Grover, Madhavi, Deepika",1994,Hindi,zee180,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,YES,,,YES,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
301,Chiranjeevi,"Chiranjeevi, Radha, Vijayashanti",1992,Hindi,zee180,B+,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
302,John Jani Janardan,"Rajnikanth, Utpal Dutt, Rati Agnihotri, Poonam Dhillon, Kader Khan",1984,Hindi,zee180,B+,YES,YES,NO,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
303,Yeh Desh,"Jeetendra, Utpal Dutt, Zeenat Aman, Sachin",1984,Hindi,zee180,B,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
304,Muqadama,"Vinod Khanna, Aditya Pancholi, Zeba, Varsha Usgaonkar",1996,Hindi,zee180,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,YES,,,YES,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
305,Muqaddar Ka Badshah,"Vinod Khanna, Amrish Puri, Shabana Azmi",1990,Hindi,zee180,B+,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
306,Ulta Seedha,"Raj Babbar,Anita Raaj",1984,Hindi,zee180,B,YES,YES,NO,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
307,Bekhudi,"Kajol,Kamal Sadana,Tanuja and Others",1992,Hindi,zee180,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
308,Pagli,"Rakhee, Rakesh Roshan, Bindu, Ranjit",1974,Hindi,zee180,C,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
309,Jwala,"Sunil Dutt,Madhubala,Asha Parekh",1972,Hindi,zee180,B,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
310,Manoranjan : The Entertainment,"Aryan Ved, Kavita",2006,Hindi,zee180,C,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
311,Lets Enjoy,"Aashish Chowadhary, Roshani Chopra and Others",2004,Hindi,zee180,C,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
312,Daisy,"Kamal Hasan, Harish, Lakshmi, Sonia",1993,Hindi,zee180,B,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,YES,,,YES,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
313,Phir Teri Kahani Yaad Aye,"Rahul Roy, Avtar Gill, Pooja Bhatt, Pooja Bedi",1993,Hindi,zee180,B+,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
314,Tune Mera Dil Le Liya - Pinjara,"Naseeruddin Shah, Rahul Roy, Raveena Tandon",2000,Hindi,zee180,C,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
315,Dil Ka Doctor,"Anupam Kher, Javed Khan, Poonam Dasgupta, Smita Jaykar",1995,Hindi,zee180,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,YES,,,YES,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
316,TAHQIQAAT,"Jeetendra, Aditya Pancholi, Ronit Roy & Sangeeta Bijlani,",1993,Hindi,zee180,C,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,YES,,,YES,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
317,Jurm,"Bobby Deol, Lara Dutta, Shakti Kapoor, Gul Panag",2005,Hindi,zee180,A,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
318,Jaagruti,"Salman Khan, Karishma Kapoor",1992,Hindi,zee180,A,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,YES,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
319,Gaddaar,"Suniel Shetty, Sonali Bendre, Reema Lagoo",1995,Hindi,zee180,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
320,Jaag Utha Insan,"Mithun Chakraborty, Sridevi, Rakesh Roshan",1984,Hindi,zee180,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
321,SANJOG,"Jeetendra, Jaya Prada, Vinod Mehra",1985,Hindi,zee180,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
322,MERA HAQUE,"Sanjay Dutt, Anita Raj, Gulshan Grover,",1986,Hindi,zee180,B+,YES,YES,NO,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
323,SHAKTIMAAN,"Ajay Devgn, Karisma Kapoor, Mukesh Khanna, Gulshan Grover, Kulbhushan Kharbanda",1993,Hindi,zee180,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,YES,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
324,Maa Kasam,"Mithun Chakraborty, Divya Rana, Amzad Khan & others",1985,Hindi,zee180,B+,YES,YES,NO,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
325,Saazish,"Mithun Chakraborty, Vikas Bhalla, Sachin, Pooja Batra, Kashmira Shah, Amirish Puri, Kader Khan",1998,Hindi,zee180,A,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,,YES,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
326,Army,"Shah rukh Khan, Kiran Kumar, Sridevi, Neelam Mehra, Mohnish Behl, Sudesh Berry, Tinnu Anand, Ashok Saraf",1996,Hindi,zee180,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,YES,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
327,Khatarnak,"Sanjay Dutt, Kiran Kumar, Farha, Anita Raj, Anupam Kher",1990,Hindi,zee180,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
328,Adharm,"Sanjay Dutt, Shatrughan Sinha, Shabana Azmi, Anita Raj, Shakti Kapoor, Paresh Rawal",1992,Hindi,zee180,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
329,Saathi,"Rajendra Kumar, Vyajathimala, Simmi",1968,Hindi,zee180,A+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
330,Shagird,"Joy Mujherjee, Saira Banu, I.S Johar, Madan Puri, Asit Sen, Nazir Hussain",1967,Hindi,zee180,A+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
331,36 Ghante,"Raaj Kumar, Sunil Dutt and Others",1974,Hindi,zee180,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
332,Stuntman,"Jackie Shroff,Zeba Bhaktiar,Tinu Anand and Others",1994,Hindi,zee180,B+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
333,Teri Bhabhi Hai Pagle,"Krushna Abhishek, Rajniesh uggal & Others",2018,Hindi,zee180,B+,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
334,Paap Ki Aandhi,"Dharmendra, Aditya Pancholi, Amrita Singh, Kiran Kumar, Raza Murad",1991,Hindi,zee180,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,YES,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
